1,IDS_POWERON
2,IDS_SIL_POWER_ON
3,IDS_WRITE_PROTECT_PWR_ON
4,IDS_RESTART
5,IDS_BLUETOOTH_PEARING
6,IDS_ETHERNET_DISCONNECTED
30,IDS_S1_WASH_START
31,IDS_S2_WASH_START
32,IDS_S3_WASH_START
101,IDS_ERR_ON_HARDWARE_FAILURE
102,IDS_ERR_ON_INTERNAL_COM_ERROR
103,IDS_ERR_ON_IO_MOD_PARAM_
104,IDS_ERR_ON_COM_MOD_PARAM_
105,IDS_ERR_ON_CPU_PARAM_
106,IDS_ERR_ON_VGB_CALC_ERROR
107,IDS_ERR_ON_RATIO_CALC_ERROR
108,IDS_ERR_ON_PASSAGE_CALC_ERROR
109,IDS_ERR_ON_REJECTION_CALC_ERROR
110,IDS_ERR_ON_DEVIATION_CALC_ERROR
111,IDS_ERR_ON_MA_OUTPUT_SUTURE_1
112,IDS_ERR_ON_MA_OUTPUT_SUTURE_2
113,IDS_ERR_ON_MA_OUTPUT_SUTURE_3
114,IDS_ERR_ON_MA_OUTPUT_SUTURe_4
115,IDS_ERR_ON_AI_EXCEED_UPPER_LIMIT
116,IDS_ERR_ON_AI_EXCEED_LOWER_LIMIT
117,IDS_ERR_ON_AI_OUT_OF_RANGE
118,IDS_ERR_ON_FAIL_SAFE_OCCUR
119,IDS_ERR_ON_WASH_RESP_FAILURE_1
120,IDS_ERR_ON_WASH_RESP_FAILURE_2
121,IDS_ERR_ON_WASH_RESP_FAILURE_3
122,IDS_ERR_ON_WASH_RESP_FAILURE_4
151,IDS_ERR_OFF_HARDWARE_FAILURE
152,IDS_ERR_OFF_INTERNAL_COM_ERROR
153,IDS_ERR_OFF_IO_MOD_PARAM_
154,IDS_ERR_OFF_COM_MOD_PARAM_
155,IDS_ERR_OFF_CPU_PARAM_
156,IDS_ERR_OFF_VGB_CALC_ERROR
157,IDS_ERR_OFF_RATIO_CALC_ERROR
158,IDS_ERR_OFF_PASSAGE_CALC_ERROR
159,IDS_ERR_OFF_REJECTION_CALC_ERROR
160,IDS_ERR_OFF_DEVIATION_CALC_ERROR
161,IDS_ERR_OFF_MA_OUTPUT_SUTURE_1
162,IDS_ERR_OFF_MA_OUTPUT_SUTURE_2
163,IDS_ERR_OFF_MA_OUTPUT_SUTURE_3
164,IDS_ERR_OFF_MA_OUTPUT_SUTURE_4
165,IDS_ERR_OFF_AI_EXCEED_UPPER_LMT
166,IDS_ERR_OFF_AI_EXCEED_LOWER_LMT
167,IDS_ERR_OFF_AI_OUT_OF_RANGE
168,IDS_ERR_OFF_FAIL_SAFE_OCCUR
169,IDS_ERR_OFF_WASH_RESP_FAILURE_1
170,IDS_ERR_OFF_WASH_RESP_FAILURE_2
171,IDS_ERR_OFF_WASH_RESP_FAILURE_3
172,IDS_ERR_OFF_WASH_RESP_FAILURE_4
201,IDS_HOLD_LAST
202,IDS_HOLD_FIXED
203,IDS_MA1_HOLD_FIXED
204,IDS_MA2_HOLD_FIXED
205,IDS_MA3_HOLD_FIXED
206,IDS_MA4_HOLD_FIXED
207,IDS_MA1_DAMPING_TIME
208,IDS_MA2_DAMPING_TIME
209,IDS_MA3_DAMPING_TIME
210,IDS_MA4_DAMPING_TIME
211,IDS_MA1_BURN_OFF
212,IDS_MA2_BURN_OFF
213,IDS_MA3_BURN_OFF
214,IDS_MA4_BURN_OFF
215,IDS_MA1_BURN_LOW
216,IDS_MA2_BURN_LOW
217,IDS_MA3_BURN_LOW
218,IDS_MA4_BURN_LOW
219,IDS_MA1_BURN_HIGH
220,IDS_MA2_BURN_HIGH
221,IDS_MA3_BURN_HIGH
222,IDS_MA4_BURN_HIGH
223,IDS_MA1_TYPE_OFF
224,IDS_MA2_TYPE_OFF
225,IDS_MA3_TYPE_OFF
226,IDS_MA4_TYPE_OFF
227,IDS_MA1_TYPE_OUTPUT
228,IDS_MA2_TYPE_OUTPUT
229,IDS_MA3_TYPE_OUTPUT
230,IDS_MA4_TYPE_OUTPUT
231,IDS_MA1_TYPE_SIMULATE
232,IDS_MA2_TYPE_SIMULATE
233,IDS_MA3_TYPE_SIMULATE
234,IDS_MA4_TYPE_SIMULATE
235,IDS_MA1_FUNCTION_LINEAR
236,IDS_MA2_FUNCTION_LINEAR
237,IDS_MA3_FUNCTION_LINEAR
238,IDS_MA4_FUNCTION_LINEAR
239,IDS_MA1_FUNCTION_TABLE
240,IDS_MA2_FUNCTION_TABLE
241,IDS_MA3_FUNCTION_TABLE
242,IDS_MA4_FUNCTION_TABLE
243,IDS_MA1_LINEAR_0
244,IDS_MA2_LINEAR_0
245,IDS_MA3_LINEAR_0
246,IDS_MA4_LINEAR_0
247,IDS_MA1_LINEAR_100
248,IDS_MA2_LINEAR_100
249,IDS_MA3_LINEAR_100
250,IDS_MA4_LINEAR_100
251,IDS_MA1_SUB_LINEAR_0
252,IDS_MA2_SUB_LINEAR_0
253,IDS_MA3_SUB_LINEAR_0
254,IDS_MA4_SUB_LINEAR_0
255,IDS_MA1_SUB_LINEAR_100
256,IDS_MA2_SUB_LINEAR_100
257,IDS_MA3_SUB_LINEAR_100
258,IDS_MA4_SUB_LINEAR_100
301,IDS_S1_INTERVAL_TIME
302,IDS_S2_INTERVAL_TIME
303,IDS_S3_INTERVAL_TIME
304,IDS_S1_WASH_TIME
305,IDS_S2_WASH_TIME
306,IDS_S3_WASH_TIME
307,IDS_S1_RECOVERY_TIME
308,IDS_S2_RECOVERY_TIME
309,IDS_S3_RECOVERY_TIME
310,IDS_S1_ALARM_SETPOINT
311,IDS_S2_ALARM_SETPOINT
312,IDS_S3_ALARM_SETPOINT
313,IDS_S4_ALARM_SETPOINT
314,IDS_S1_ALARM_DIRECTION_LOW
315,IDS_S2_ALARM_DIRECTION_LOW
316,IDS_S3_ALARM_DIRECTION_LOW
317,IDS_S4_ALARM_DIRECTION_LOW
318,IDS_S1_ALARM_DIRECTION_HIGH
319,IDS_S2_ALARM_DIRECTION_HIGH
320,IDS_S3_ALARM_DIRECTION_HIGH
321,IDS_S4_ALARM_DIRECTION_HIGH
322,IDS_S1_HYSTERESIS
323,IDS_S2_HYSTERESIS
324,IDS_S3_HYSTERESIS
325,IDS_S4_HYSTERESIS
326,IDS_S1_ALARM_DELAY_TIME
327,IDS_S2_ALARM_DELAY_TIME
328,IDS_S3_ALARM_DELAY_TIME
329,IDS_S4_ALARM_DELAY_TIME
330,IDS_S1_EXPIRY_TIME
331,IDS_S2_EXPIRY_TIME
332,IDS_S3_EXPIRY_TIME
333,IDS_S4_EXPIRY_TIME
334,IDS_S1_TYPE_OFF
335,IDS_S2_TYPE_OFF
336,IDS_S3_TYPE_OFF
337,IDS_S1_TYPE_ALARM
338,IDS_S2_TYPE_ALARM
339,IDS_S3_TYPE_ALARM
340,IDS_S4_TYPE_ALARM
341,IDS_S1_TYPE_FAIL
342,IDS_S2_TYPE_FAIL
343,IDS_S3_TYPE_FAIL
344,IDS_S4_TYPE_FAIL
345,IDS_S1_TYPE_SIMULATE
346,IDS_S2_TYPE_SIMULATE
347,IDS_S3_TYPE_SIMULATE
348,IDS_S4_TYPE_SIMULATE
349,IDS_S1_TYPE_HOLD
350,IDS_S2_TYPE_HOLD
351,IDS_S3_TYPE_HOLD
352,IDS_S1_TYPE_WASH
353,IDS_S2_TYPE_WASH
354,IDS_S3_TYPE_WASH
355,IDS_S4_TYPE_FAIL_SAFE
356,IDS_S1_FUNCTION_HARD_SOFT_FAIL
357,IDS_S2_FUNCTION_HARD_SOFT_FAIL
358,IDS_S3_FUNCTION_HARD_SOFT_FAIL
359,IDS_S4_FUNCTION_HARD_SOFT_FAIL
360,IDS_S1_FUNCTION_SIMULATE_ON_OFF
361,IDS_S2_FUNCTION_SIMULATE_ON_OFF
362,IDS_S3_FUNCTION_SIMULATE_ON_OFF
363,IDS_S4_FUNCTION_SIMULATE_ON_OFF
364,IDS_S1_FUNCTION_HARD_FAIL_ONLY
365,IDS_S2_FUNCTION_HARD_FAIL_ONLY
366,IDS_S3_FUNCTION_HARD_FAIL_ONLY
367,IDS_S4_FUNCTION_HARD_FAIL_ONLY
401,IDS_OPERATOR_ID
402,IDS_CONVERTER_ADDRESS_CHANGED
403,IDS_SA11_ADDRESS_CHANGED
404,IDS_SENSOR1_WELLNESS_RESET
405,IDS_SENSOR2_WELLNESS_RESET
406,IDS_ETHERNET_SETTING
407,IDS_RS_485_SETTING
408,IDS_SOFTUPDATE_HOUSING_
409,IDS_SOFTUPDATE_ANALOG_SENSOR_MOD
1001,IDS_TEMPOFFSET
1002,IDS_TEMPOFFSET
1101,IDS_ERR_ON_EEPROM_ERR
1102,IDS_ERR_ON_USER_PARAM_ERROR
1103,IDS_ERR_ON_FACTORY_PARAM_ERROR
1104,IDS_ERR_ON_SENSOR_MOD_NOT_WORK
1105,IDS_ERR_OFF_EEPROM_ERR
1106,IDS_ERR_OFF_USER_PARAM_ERROR
1107,IDS_ERR_OFF_FACTORY_PARAM_ERROR
1108,IDS_ERR_OFF_SENSOR_MOD_NOT_WORK
1109,IDS_ERR_ON_TEMP_TOO_HIGH
1110,IDS_ERR_ON_TEMP_TOO_LOW
1111,IDS_ERR_ON_TEMP_RESIST_TOO_HIGH
1112,IDS_ERR_ON_TEMP_RESIST_TOO_LOW
1113,IDS_ERR_ON_CAL_DUE
1114,IDS_ERR_OFF_TEMP_OFF_HIGH
1115,IDS_ERR_OFF_TEMP_OFF_LOW
1116,IDS_ERR_OFF_TEMP_RESIST_TOO_HIGH
1117,IDS_ERR_OFF_TEMP_RESIST_TOO_LOW
1118,IDS_ERR_OFF_CAL_DUE
1119,IDS_ERR_ON_MEAS_UNSTABLE
1120,IDS_ERR_OFF_MEAS_UNSTABLE
1301,IDS_LB_CMN_REFER_TEMP
1302,IDS_LB_CMN_REFER_TEMP
1303,IDS_LB_CMN_STAB_TIME
1501,IDS_POWERON
1502,IDS_ERR_ON_ID_CHIP_READ_ERROR
1503,IDS_ERR_ON_TEMP_OUT_DESIGN
1504,IDS_ERR_ON_TEMP_OUT_OPERATING
1505,IDS_ERR_ON_ID_CHIP_FAILURE
1506,IDS_ERR_OFF_ID_CHIP_READ_ERROR
1507,IDS_ERR_OFF_TEMP_OUT_DESIGN
1508,IDS_ERR_OFF_TEMP_OUT_OPERATING
1509,IDS_ERR_OFF_ID_CHIP_FAILURE
1510,IDS_ERR_ON_SENSOR_NOT_DETECT
1511,IDS_ERR_ON_TEMP_ELE_NOT_DETECT
1512,IDS_ERR_OFF_SENSOR_NOT_DETECT
1513,IDS_ERR_OFF_TEMP_ELE_NOT_DETECT
1514,IDS_ERR_ON_SENCOM_COMM
1515,IDS_ERR_OFF_SENCOM_COMM
2001,IDS_PH_ZERO
2002,IDS_PH_ZERO
2003,IDS_PH_SLOPE
2004,IDS_PH_SLOPE
2005,IDS_PH_ZERO_2
2006,IDS_PH_ZERO_2
2007,IDS_PH_SLOPE_2
2008,IDS_PH_SLOPE_2
2009,IDS_ITP
2010,IDS_IMP2_AFTER_CAL
2011,IDS_ORP_ZERO
2012,IDS_ORP_SLOPE
2013,IDS_ORP_ZERO_2
2014,IDS_ORP_SLOPE2
2101,IDS_ERR_ON_PH_TOO_HIGH
2102,IDS_ERR_ON_PH_TOO_LOW
2103,IDS_ERR_ON_PH_COMP_WARN
2104,IDS_ERR_ON_ORP_TOO_HIGH
2105,IDS_ERR_ON_ORP_TOO_LOW
2106,IDS_ERR_ON_RH_TOO_HIGH
2107,IDS_ERR_ON_RH_TOO_LOW
2108,IDS_ERR_ON_IMP_PH_ORP_TOO_HIGH
2109,IDS_ERR_ON_IMP_PH_ORP_TOO_LOW
2110,IDS_ERR_ON_IMP_REF_TOO_HIGH
2111,IDS_ERR_ON_IMP_REF_TOO_LOW
2112,IDS_ERR_ON_INPUT_PH_TOO_HIGH
2113,IDS_ERR_ON_INPUT_PH_TOO_LOW
2114,IDS_ERR_ON_INPUT_ORP1_TOO_HIGH
2115,IDS_ERR_ON_INPUT_ORP1_TOO_LOW
2116,IDS_ERR_ON_INPUT_ORP2_TOO_HIGH
2117,IDS_ERR_ON_INPUT_ORP2_TOO_LOW
2118,IDS_ERR_ON_PH_COMP_FAILURE
2119,IDS_ERR_OFF_PH_TOO_HIGH
2120,IDS_ERR_OFF_PH_TOO_LOW
2121,IDS_ERR_OFF_PH_COMP_WARN
2122,IDS_ERR_OFF_ORP_TOO_HIGH
2123,IDS_ERR_OFF_ORP_TOO_LOW
2124,IDS_ERR_OFF_RH_TOO_HIGH
2125,IDS_ERR_OFF_RH_TOO_LOW
2126,IDS_ERR_OFF_IMP_PH_ORP_TOO_HIGH
2127,IDS_ERR_OFF_IMP_PH_ORP_TOO_LOW
2128,IDS_ERR_OFF_IMP_REF_TOO_HIGH
2129,IDS_ERR_OFF_IMP_REF_TOO_LOW
2130,IDS_ERR_OFF_INPUT_PH_TOO_HIGH
2131,IDS_ERR_OFF_INPUT_PH_TOO_LOW
2132,IDS_ERR_OFF_INPUT_ORP1_TOO_HIGH
2133,IDS_ERR_OFF_INPUT_ORP1_TOO_LOW
2134,IDS_ERR_OFF_INPUT_ORP2_TOO_HIGH
2135,IDS_ERR_OFF_INPUT_ORP2_TOO_LOW
2136,IDS_ERR_OFF_PH_COMP_FAILURE
2137,IDS_ERR_ON_LE_NOT_DETECT
2138,IDS_ERR_ON_IMP1_GLAS_DETECT
2139,IDS_ERR_ON_IMP2_GLAS_DETECT
2140,IDS_ERR_OFF_LE_NOT_DETECT
2141,IDS_ERR_OFF_IMP1_GLAS_DETECT
2142,IDS_ERR_OFF_IMP2_GLAS_DETECT
2301,IDS_TEMP_COEF_PH
2302,IDS_TEMP_COEF_PH
2303,IDS_LB_CMN_ZERO_L_LIM
2304,IDS_LB_CMN_ZERO_L_LIM
2305,IDS_LB_CMN_ZERO_H_LIM
2306,IDS_LB_CMN_ZERO_H_LIM
2307,IDS_LB_CMN_SLOPE_LOW
2308,IDS_LB_CMN_SLOPE_LOW
2309,IDS_LB_CMN_SLOPE_HIGH
2310,IDS_LB_CMN_SLOPE_HIGH
2311,IDS_IMPEDANCE_SWITCH
2312,IDS_IMP2_LOW_LIMIT
2313,IDS_IMP2_HIGH_LIMIT
2314,IDS_ORP_TEMP_COEF1
2315,IDS_ORP_TEMP_COEF1
2316,IDS_ORP_TEMP_COEF2
2317,IDS_ORP_TEMP_COEF2
2318,IDS_ORP_ZERO_HIGH
2319,IDS_ORP_ZERO_LOW
2320,IDS_ORP_SLOPE_HIGH
2321,IDS_ORP_SLOPE_LOW
2322,IDS_IMP1_LOW_LIMIT
2323,IDS_IMP1_HIGH_LIMIT
2501,IDS_SC_OFF
2502,IDS_CC_FAC
2503,IDS_CC_ADJ
2504,IDS_TEMP_COEF_1
2505,IDS_TEMP_COEF_1
2506,IDS_TEMP_COEF_2
2507,IDS_TEMP_COEF_2
2601,IDS_SC_HIGH
2602,IDS_ERR_ON_COMP_WARN_SC1
2603,IDS_SC_LOW
2604,IDS_ERR_ON_COMP_WARN_SC2
2605,IDS_ON_POLAR
2606,IDS_ON_USP_LIMIT
2607,IDS_ON_USP_MARGIN
2608,IDS_ON_CONCENT_TAB
2609,IDS_MATRIX2
2610,IDS_MATRIX1
2611,IDS_ERR_ON_IPT_RESIST_TOO_HIGH
2612,IDS_ERR_ON_IPT_RESIST_TOO_LOW
2613,IDS_ERR_ON_TEMP_COMP1_FAILURE
2614,IDS_ERR_ON_TEMP_COMP2_FAILURE
2615,IDS_OFF_SC_HI
2616,IDS_OFF_SC_LO
2617,IDS_OFF_COMP_SC1
2618,IDS_OFF_COMP_SC2
2619,IDS_OFF_POLAR
2620,IDS_OFF_USP_LIMIT
2621,IDS_OFF_USP_MARGIN
2622,IDS_OFF_CONCENT_TAB
2623,IDS_OFF_MATRIX2
2624,IDS_OFF_MATRIX1
2625,IDS_ERR_OFF_IPT_RESIST_TOO_HIGH
2626,IDS_ERR_OFF_IPT_RESIST_TOO_LOW
2627,IDS_ERR_OFF_TEMP_COMP1_FAILURE
2628,IDS_ERR_OFF_TEMP_COMP2_FAILURE
2805,IDS_LB_CMN_ADJ_LIM
2806,IDS_LB_CMN_ADJ_L_LIM
2807,IDS_LB_CMN_AIR_CC_HIGH
3001,IDS_DO_ZERO
3002,IDS_DO_ZERO
3003,IDS_DO_SLOPE
3101,IDS_ON_DO_HIGH
3102,IDS_ON_DO_LOW
3103,IDS_ON_MEM_IMP
3104,IDS_ERR_ON_INPUT_CUR_TOO_HIGH
3105,IDS_ERR_ON_INPUT_CURT_TOO_LOW
3106,IDS_OFF_DO_HIGH
3107,IDS_OFF_DO_LOW
3108,IDS_OFF_MEM_IMP
3109,IDS_ERR_OFF_INPUT_CUR_TOO_HIGH
3110,IDS_ERR_OFF_INPUT_CUR_TOO_LOW
3301,IDS_ZERO_LOW_LIMIT_GAL
3302,IDS_ZERO_LOW_LIMIT_POL
3303,IDS_ZERO_HIGH_LIMIT_GAL
3304,IDS_ZERO_HIGH_LIMIT_POL
3305,IDS_SLOPE_LOW_LIMIT_GAL
3306,IDS_SLOPE_LOW_LIMIT_POL
3307,IDS_SLOPE_HIGH_LIMIT_GAL
3308,IDS_SLOPE_HIGH_LIMIT_POL
3309,IDS_MEASP
3310,IDS_MEASP
3311,IDS_SALIN
